chembl_id,drug_name,class,therapeutic_uses,adverse_effects,binding_sites,target_names,target_types,mechanism_of_action,lipophilicity,synonyms
CHEMBL22108,DIMETHINDENE,Not available,Pruritus; allergic disease,Not available,Not available,Histamine H1 receptor,SINGLE PROTEIN,Histamine H1 receptor antagonist,Not available,Not available
CHEMBL21333,PRANLUKAST,Not available,sinusitis; Airway obstruction; seasonal allergic rhinitis,Not available,Not available,Cysteinyl leukotriene receptor 1,SINGLE PROTEIN,Cysteinyl leukotriene receptor 1 antagonist,Not available,Not available
CHEMBL623,NEFAZODONE,Not available,cocaine dependence; unipolar depression; cannabis dependence,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL625,THIABENDAZOLE,Not available,Helminthiasis,Not available,Binds to beta tubulin,Tubulin,PROTEIN COMPLEX GROUP,Tubulin inhibitor,Not available,Not available
CHEMBL626,NAFTIFINE,Not available,tinea pedis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL277474,ANTIPYRINE,Not available,Otitis media; Dysmenorrhea; pain; Fever; asthma,Not available,"Antipyrine inhibits a brain COX isoform, COX-3. COX-3 is a COX-1 variant that retains intron 1 in its mRNA.",Cyclooxygenase-1,SINGLE PROTEIN,Cyclooxygenase-1 inhibitor,Not available,Not available
CHEMBL22097,LORMETAZEPAM,Not available,anxiety; Dementia; depressive disorder; Sleep Disorder; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL628,PENTOXIFYLLINE,Not available,"chronic kidney disease; non-small cell lung carcinoma; cutaneous Leishmaniasis; endometriosis; necrotizing enterocolitis; cardiovascular disease; HIV infection; ""Hepatitis, Alcoholic""; Acute kidney injury; Hepatic steatosis; pulmonary sarcoidosis; acute lymphoblastic leukemia; pancreatitis; Crohn's disease; diabetic nephropathy; injury; breast neoplasm; nephrotic syndrome; upper aerodigestive tract neoplasm; Leishmaniasis; brain disease; fibrosis; Plasmodium falciparum malaria; brachial plexus neuropathy; non-alcoholic steatohepatitis; Hepatopulmonary Syndrome; primary biliary cirrhosis; infertility; anemia (phenotype); Patent ductus arteriosus; Behcet's syndrome; acute coronary syndrome; Central Nervous System Neoplasm; acute pancreatitis; major depressive disorder; glomerulonephritis; avascular necrosis; cirrhosis of liver; coronary artery disease; Hepatic failure; Neonatal sepsis; COVID-19; depressive disorder; schizophrenia; biliary atresia; Duchenne muscular dystrophy; epilepsy; inflammatory bowel disease; osteonecrosis; bipolar disorder; cancer; sexually transmitted disease",Not available,Not available,"Adenosine A2 receptor; 3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,"3',5'-cyclic phosphodiesterase inhibitor; Adenosine A2 receptor antagonist",Not available,Not available
CHEMBL629,AMITRIPTYLINE,Not available,diabetes mellitus; reproductive system disease; unipolar depression; pain; neuropathy; insomnia; anxiety; fibromyalgia; neuropathic pain; biliary dyskinesia; frozen shoulder; Intervertebral Disc Displacement; Dementia; Headache; interstitial cystitis; gastrointestinal disease; major depressive disorder; depressive disorder; interstitial lung disease; schizophrenia; migraine disorder,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL21869,DIBROMSALAN,Not available,Not available,dermatological toxicity (); dermatological toxicity (),Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL24944,TRIBROMSALAN,Not available,Not available,dermatological toxicity (); dermatological toxicity (),Not available,Not available,Not available,Unknown,Not available,Not available
CHEMBL128,SUMATRIPTAN,Not available,obesity; migraine disorder; migraine with aura; migraine without aura; pain,Not available,Not available,Serotonin 1d (5-HT1d) receptor; Serotonin 1b (5-HT1b) receptor,SINGLE PROTEIN,Serotonin 1d (5-HT1d) receptor agonist; Serotonin 1b (5-HT1b) receptor agonist,Not available,Not available
CHEMBL631,PROPAFENONE,Not available,atrial fibrillation; heart failure; cardiac arrhythmia; myocardial infarction; sudden cardiac arrest; ventricular fibrillation,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL632,BETAMETHASONE,Not available,atopic eczema; adenoma; psoriasis; eye inflammation; Airway obstruction; Nasal congestion; newborn respiratory distress syndrome; premature birth; retinal vein occlusion; Cough; melanoma; pregnancy; carpal tunnel syndrome; allergic rhinitis; acute respiratory distress syndrome; Eczema; Sciatica; Bronchiolitis; oral lichen planus; psoriasis vulgaris; Neck pain; hypospadias; hemorrhoid; tachypnea; pharyngitis; macular retinal edema; dry eye syndrome; orbital plasma cell granuloma; allergic disease; respiratory distress syndrome in premature infants; gout; glaucoma,Not available,Not available,Glucocorticoid receptor,SINGLE PROTEIN,Glucocorticoid receptor agonist,Not available,Not available
CHEMBL633,AMIODARONE,Not available,atrial fibrillation; cardiomyopathy; congestive heart failure; heart failure; atrial flutter; cardiac arrhythmia; sudden cardiac arrest; ventricular fibrillation; ventricular tachycardia; Ebola hemorrhagic fever; myocardial infarction; cardiac arrest; Supraventricular tachycardia; Ventricular arrhythmia; coronary artery disease; COVID-19; AL amyloidosis,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL634,ALFENTANIL,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL635,PREDNISONE,Not available,"Nasal Cavity Polyp; pulmonary sarcoidosis; rheumatoid arthritis; Sciatica; Granulomatosis with Polyangiitis; chronic obstructive pulmonary disease; heart failure; multiple myeloma; pneumonia; prostate carcinoma; Myasthenia gravis; allergic rhinitis; myelodysplastic syndrome; hepatitis C virus infection; sinusitis; autoimmune disease; Crohn's disease; ulcerative colitis; polymyositis; seasonal allergic rhinitis; gout; hemolytic anemia; atopic eczema; ankylosing spondylitis; contact dermatitis; tenosynovitis; psoriasis; meningeal tuberculosis; frozen shoulder; dermatomyositis; juvenile idiopathic arthritis; autoimmune thrombocytopenic purpura; mycosis fungoides; subacute thyroiditis; lymphoma; optic neuritis; pulmonary tuberculosis; dermatitis herpetiformis; seborrheic dermatitis; posterior uveitis; leukemia; psoriatic arthritis; Stevens-Johnson syndrome; pemphigus vulgaris; arthritis; berylliosis; eosinophilic pneumonia; trichinosis; Thrombocytopenia; nephrotic syndrome; allergic conjunctivitis; ophthalmic herpes zoster; erythema multiforme; iritis; sympathetic ophthalmia; Aplastic anemia; acute lymphoblastic leukemia; primary myelofibrosis; prostate adenocarcinoma; lung disease; hemangioma; urticaria; deafness; IGA glomerulonephritis; Hypercalcemia; acute graft vs. host disease; ""Hepatitis, Alcoholic""; uveitis; ""Rhinitis, Allergic, Perennial""; Mantle cell lymphoma; chronic lymphocytic leukemia; neoplasm of mature B-cells; hepatocellular carcinoma; Hodgkins lymphoma; metastatic prostate cancer; T-cell acute lymphoblastic leukemia; unspecified peripheral T-cell lymphoma; acute myeloid leukemia; angioimmunoblastic T-cell lymphoma; Burkitts lymphoma; cardiomyopathy; congestive heart failure; diffuse large B-cell lymphoma; essential thrombocythemia; juvenile dermatomyositis; neoplasm; neuroblastoma; sarcoma; melanoma; HIV infection; idiopathic pulmonary fibrosis; polycythemia vera; thymus neoplasm; anaplastic large cell lymphoma; kidney disease; heart disease; pain; chronic kidney disease; relapsing-remitting multiple sclerosis; focal segmental glomerulosclerosis; hearing loss; myeloproliferative disorder; membranous glomerulonephritis; lymphoid leukemia; anti-neutrophil antibody associated vasculitis; Autoimmune Hepatitis; lupus nephritis; cholesterol embolism; non-Hodgkins lymphoma; Churg-Strauss syndrome; vestibular neuronitis; Langerhans Cell Histiocytosis; microscopic polyangiitis; Henoch-Schoenlein purpura; sensorineural hearing loss; temporal arteritis; ""Anemia, Hemolytic, Autoimmune""; ""Lymphoma, AIDS-Related""; Graves ophthalmopathy; Hypereosinophilic syndrome; AIDS; vasculitis; Bell's palsy; HIV-associated nephropathy; Stiff-Person syndrome; oral lichen planus; polymyalgia rheumatica; pulmonary fibrosis; myocarditis; intermediate uveitis; Respiratory Syncytial Virus Infection; Takayasu arteritis; Esophageal stricture; Pure red cell aplasia; inflammation; chronic myeloproliferative disorder; neuromyelitis optica; viral pneumonia; synovitis; keratitis; exfoliative dermatitis; chronic inflammatory demyelinating polyneuropathy; ""Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive""; Central Nervous System Neoplasm; Opsoclonus-Myoclonus Syndrome; lateral epicondylitis; Iridocyclitis; Abnormality of blood and blood-forming tissues; Glucose intolerance; Chorioretinitis; childhood acute lymphoblastic leukemia; lymphoblastic lymphoma; interstitial nephritis; choroiditis; kidney cancer; B-cell neoplasm; breast cancer; prostate cancer; lung cancer; classic Hodgkin lymphoma; graft versus host disease; primary adrenal insufficiency; hemophagocytic syndrome; Castleman disease; T-cell non-Hodgkin lymphoma; IgG4-related disease; thrombotic thrombocytopenic purpura; follicular lymphoma; adult T-cell leukemia/lymphoma; myelofibrosis; T-lymphoblastic lymphoma; non-small cell lung carcinoma; adrenocortical insufficiency; pemphigus; COVID-19; Gaucher disease type 2; B-cell acute lymphoblastic leukemia; type III hypersensitivity reaction disease; lymphoplasmacytic lymphoma; IgG4-related retroperitoneal fibrosis; bullous pemphigoid; soft tissue sarcoma; mature T-cell and NK-cell non-Hodgkin lymphoma; Alzheimer disease; amyotrophic lateral sclerosis; asthma; type 2 diabetes mellitus; osteoarthritis; allergic disease; multiple sclerosis; classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency; cystic fibrosis; Canavan disease; hemophilia A; Duchenne muscular dystrophy; gastrointestinal stromal tumor; lymphoproliferative syndrome; frontotemporal dementia; gangliosidosis; tuberculosis; Gaucher disease; Leber congenital amaurosis; sarcoidosis; Fanconi anemia; hematopoietic and lymphoid cell neoplasm; endocrine system disease; brain neoplasm; drug-induced liver injury; adrenal gland disease; allergic rhinitis; pericarditis; Status Asthmaticus; atrophic macular degeneration; Peptic ulcer; anemia; bursitis; spondylitis; cancer; systemic lupus erythematosus; chronic graft versus host disease",Not available,Not available,Glucocorticoid receptor,SINGLE PROTEIN,Glucocorticoid receptor agonist,Not available,Not available
CHEMBL636,RIVASTIGMINE,Not available,Down syndrome; cocaine dependence; Cognitive impairment; methamphetamine dependence; drug dependence; neurobehavioral manifestations; vascular dementia; anxiety; Dementia; delirium; substance abuse; brain injury; depressive disorder; Alzheimer disease; schizophrenia; Parkinson disease; progressive supranuclear palsy,Not available,Not available,Cholinesterases; ACHE & BCHE,SELECTIVITY GROUP,Cholinesterases; ACHE & BCHE inhibitor,Not available,Not available
CHEMBL637,VENLAFAXINE,Not available,unipolar depression; major depressive disorder; depressive disorder,psychiatric toxicity (),Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL129,ZIDOVUDINE,Not available,"HIV infection; HIV-1 infection; infection; Kaposi's sarcoma; lymphoma; AIDS; AIDS dementia; AIDS related complex; tropical spastic paraparesis; ""Lymphoma, AIDS-Related""; primary biliary cirrhosis; Diarrhea; viral disease; pregnancy; pneumocystosis; Castleman disease; adult T-cell leukemia/lymphoma; COVID-19; immunodeficiency disease; severe combined immunodeficiency; tuberculosis",hematological toxicity (); metabolic toxicity (); hepatotoxicity (); musculoskeletal toxicity (),Not available,Human immunodeficiency virus type 1 reverse transcriptase,SINGLE PROTEIN,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,Not available,Not available
CHEMBL638,VORICONAZOLE,Not available,"aspergillosis; infection; HIV infection; chronic lymphocytic leukemia; myelodysplastic syndrome; acute myeloid leukemia; leukemia; allergic bronchopulmonary aspergillosis; ""Candidiasis, Invasive""; Candidemia; keratitis; neuroaspergillosis; neutropenia; candidiasis; fungal infectious disease; graft versus host disease; lymphoid neoplasm; fusariosis; asthma; Leishmaniasis; cancer",Not available,Not available,Cytochrome P450 51,SINGLE PROTEIN,Cytochrome P450 51 inhibitor,Not available,Not available
CHEMBL639,AZELASTINE,Not available,"seasonal allergic rhinitis; eye allergy; allergic rhinitis; ""Rhinitis, Allergic, Perennial""; Nasal congestion; allergic disease",Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL130,CHLORAMPHENICOL,Not available,osteomyelitis; bacterial disease; acne; eye infection,hematological toxicity (),23S RRNA,Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,Bacterial 70S ribosome inhibitor,Not available,Not available
CHEMBL640,PROCAINAMIDE,Not available,atrial fibrillation; heart failure; cardiac arrhythmia; myocardial infarction; sudden cardiac arrest; ventricular fibrillation,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL641,ATOMOXETINE,Not available,cocaine dependence; autism; nicotine dependence; attention deficit hyperactivity disorder; obstructive sleep apnea; methamphetamine dependence; orthostatic hypotension; opioid dependence; Cognitive impairment; sleep apnea; cannabis dependence; orthostatic intolerance; Tourette syndrome; substance abuse; social anxiety disorder; schizophrenia; type 1 diabetes mellitus; Parkinson disease; alcohol dependence; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL642,ACEBUTOLOL,Not available,cardiovascular disease; hemangioma; hypertension; heart disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL643,PROMETHAZINE,Not available,Crohn's disease; pain; anxiety; gastroparesis; hyperemesis gravidarum; Dementia; Pruritus; Vomiting; Nausea; peripheral vertigo; depressive disorder; schizophrenia; allergic disease; migraine with aura; migraine without aura; motion sickness,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL131,PREDNISOLONE,Not available,"eye inflammation; Nasal congestion; nephrotic syndrome; rheumatoid arthritis; leprosy; multiple myeloma; chronic obstructive pulmonary disease; ulcerative colitis; HIV infection; atopic eczema; contact dermatitis; ophthalmic herpes zoster; frozen shoulder; iritis; Crohn's disease; dermatomyositis; lymphoma; juvenile idiopathic arthritis; dermatitis herpetiformis; Aplastic anemia; ankylosing spondylitis; allergic rhinitis; optic neuritis; trichinosis; psoriasis; psoriatic arthritis; hemolytic anemia; leukemia; pneumonia; meningeal tuberculosis; subacute thyroiditis; Thrombocytopenia; gout; allergic conjunctivitis; pulmonary tuberculosis; sympathetic ophthalmia; Peptic ulcer; erythema multiforme; seborrheic dermatitis; mycosis fungoides; posterior uveitis; tenosynovitis; aphthous ulcer; hemangioma; IGA glomerulonephritis; Hypercalcemia; pulpitis; idiopathic pulmonary fibrosis; ""Hepatitis, Alcoholic""; pericarditis; neoplasm of mature B-cells; hepatocellular carcinoma; Hodgkins lymphoma; unspecified peripheral T-cell lymphoma; acute lymphoblastic leukemia; acute myeloid leukemia; angioimmunoblastic T-cell lymphoma; diffuse large B-cell lymphoma; infertility; prostate adenocarcinoma; melanoma; lipoma; celiac disease; prostate carcinoma; anaplastic large cell lymphoma; kidney disease; chronic kidney disease; mucocutaneous lymph node syndrome; Granulomatosis with Polyangiitis; lupus nephritis; non-Hodgkins lymphoma; allergic bronchopulmonary aspergillosis; autoimmune thrombocytopenic purpura; Churg-Strauss syndrome; croup; vestibular neuronitis; microscopic polyangiitis; pituitary-dependent Cushing's disease; ""Anemia, Hemolytic, Autoimmune""; extrinsic allergic alveolitis; Hypereosinophilic syndrome; Eczema; Headache; inflammation; eosinophilic pneumonia; systemic scleroderma; age-related macular degeneration; membranous glomerulonephritis; anti-neutrophil antibody associated vasculitis; polymyalgia rheumatica; habitual abortion; orbital plasma cell granuloma; temporal arteritis; T-cell acute lymphoblastic leukemia; open-angle glaucoma; Graves disease; synovitis; keratitis; exfoliative dermatitis; hemorrhoid; myocarditis; ocular hypertension; epicondylitis; lateral epicondylitis; Iridocyclitis; Chorioretinitis; lymphoblastic lymphoma; choroiditis; pure red-cell aplasia; glomerulonephritis; breast cancer; prostate cancer; primary adrenal insufficiency; hemophagocytic syndrome; follicular lymphoma; colitis; focal segmental glomerulosclerosis; adrenocortical insufficiency; mucous membrane pemphigoid; lichen planus; pemphigus; uveitis; eye infection; soft tissue sarcoma; Ischemic stroke; familial atrioventricular septal defect; COVID-19; metastatic prostate cancer; type III hypersensitivity reaction disease; sinusitis; language disorder; asthma; schizophrenia; cataract; type 2 diabetes mellitus; osteoarthritis; allergic disease; multiple sclerosis; classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency; biliary atresia; familial lipoprotein lipase deficiency; Duchenne muscular dystrophy; West syndrome; thrombotic thrombocytopenic purpura; sarcoidosis; cardiomyopathy; Sjogren syndrome; stroke; ""osteoarthritis, knee""; Bell's palsy; sensorineural hearing loss; Takayasu arteritis; cancer; glaucoma; systemic lupus erythematosus; classic Hodgkin lymphoma; graft versus host disease",Not available,Not available,Glucocorticoid receptor,SINGLE PROTEIN,Glucocorticoid receptor agonist,Not available,Not available
CHEMBL644,TRIMIPRAMINE,Not available,unipolar depression; anxiety; Dementia; depressive disorder; schizophrenia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL645,BISOPROLOL,Not available,cardiovascular disease; hypertension; Fish-eye disease; hemorrhage; coronary artery disease; breast cancer; idiopathic pulmonary arterial hypertension; atrial fibrillation,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL646,TRIAZOLAM,Not available,drug dependence; anxiety; Dementia; depressive disorder; insomnia; schizophrenia,psychiatric toxicity (); neurotoxicity (); misuse (),Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL647,APRACLONIDINE,Not available,Myasthenia gravis; glaucoma,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL648,CYCLIZINE,Not available,allergic disease,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL434394,NEBIVOLOL,Not available,cardiovascular disease; hypertension; osteoporosis; stroke; COVID-19; idiopathic pulmonary fibrosis; essential hypertension; Marfan syndrome,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL650,METHYLPREDNISOLONE,Not available,"relapsing-remitting multiple sclerosis; Meniere disease; acne; acute graft vs. host disease; ankylosing spondylitis; Cognitive impairment; chronic progressive multiple sclerosis; multiple myeloma; respiratory system disease; carpal tunnel syndrome; urinary tract infection; anterior ischemic optic neuropathy; spondyloarthropathy; sinusitis; ""Hepatitis, Alcoholic""; Graves ophthalmopathy; lymphoid neoplasm; atherosclerosis; kidney disease; neuromyelitis optica; autoimmune thrombocytopenic purpura; chronic lymphocytic leukemia; metastatic prostate cancer; myelodysplastic syndrome; unspecified peripheral T-cell lymphoma; acute lymphoblastic leukemia; angioimmunoblastic T-cell lymphoma; Burkitts lymphoma; Crohn's disease; diffuse large B-cell lymphoma; juvenile dermatomyositis; leukemia; lymphoma; neoplasm; polyp; rheumatoid arthritis; systemic scleroderma; melanoma; anaplastic large cell lymphoma; heart disease; chronic kidney disease; IGA glomerulonephritis; membranous glomerulonephritis; sudden cardiac arrest; anti-neutrophil antibody associated vasculitis; Granulomatosis with Polyangiitis; lupus nephritis; non-Hodgkins lymphoma; appendicitis; Bell's palsy; Hantavirus infectious disease; vestibular neuronitis; Nasal Cavity Polyp; acute respiratory distress syndrome; microscopic polyangiitis; drug-induced hepatitis; Henoch-Schoenlein purpura; noise-induced hearing loss; ""Lymphoma, AIDS-Related""; intracranial subdural hematoma; Plantar Fasciitis; Spinal cord injury; Thrombocytopenia; Aplastic anemia; Dysphagia; frozen shoulder; ulcerative colitis; inflammation; pneumonia; atopic eczema; non-small cell lung carcinoma; psoriatic arthritis; pain; myopathy; myeloproliferative disorder; Myasthenia gravis; Stiff-Person syndrome; edema; cardiac arrest; tenosynovitis; aging; T-cell acute lymphoblastic leukemia; chronic obstructive pulmonary disease; immune system disease; severe acute respiratory syndrome; chronic myeloproliferative disorder; coronavirus infectious disease; optic neuritis; pneumocystosis; pulpitis; childhood acute lymphoblastic leukemia; optic nerve disorder; fallopian tube cancer; radiculopathy; breast cancer; ovarian cancer; prostate cancer; graft versus host disease; hemophagocytic syndrome; specific language disorder; hematopoietic and lymphoid cell neoplasm; Abdominal pain; mucocutaneous lymph node syndrome; Ischemic stroke; classic Hodgkin lymphoma; developmental and epileptic encephalopathy; COVID-19; adult acute respiratory distress syndrome; Gaucher disease type 2; IgG4-related disease; myelodysplastic/myeloproliferative disease; primary progressive multiple sclerosis; hyperuricemia; myocarditis; macrophage activation syndrome; Shoulder pain; lymphoblastic lymphoma; language disorder; amyotrophic lateral sclerosis; asthma; osteoarthritis; Parkinson disease; multiple sclerosis; familial lipoprotein lipase deficiency; ovarian hyperstimulation syndrome; lymphoproliferative syndrome; frontotemporal dementia; gangliosidosis; Gaucher disease; thrombotic thrombocytopenic purpura; 22q11.2 deletion syndrome; bronchopulmonary dysplasia; Fanconi anemia; Friedreich ataxia; injury; stroke; idiopathic pulmonary fibrosis; endocrine system disease; juvenile idiopathic arthritis; colitis; radius fracture; nephrotic syndrome; posterior uveitis; kidney failure; Intussusception; bursitis; cancer; migraine disorder; systemic lupus erythematosus; chronic graft versus host disease",Not available,Not available,Glucocorticoid receptor,SINGLE PROTEIN,Glucocorticoid receptor agonist,Not available,Not available
CHEMBL651,METHADONE,Not available,HIV infection; cocaine dependence; hepatitis C virus infection; pain; drug dependence; premature birth; heroin dependence; scoliosis; opioid dependence; neuropathic pain; neonatal abstinence syndrome; Chronic pain; HIV-1 infection; chronic kidney disease; postherpetic neuralgia; restless legs syndrome; opioid use disorder; peripheral neuropathy; cancer pain; cancer,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL652,FLECAINIDE,Not available,atrial fibrillation; cardiac arrhythmia; Arrhythmogenic right ventricular dysplasia,Not available,Not available,Not available,Not available,Not available,Not available,Not available
CHEMBL134,CLONIDINE,Not available,attention deficit hyperactivity disorder; hypertension; pain; cardiovascular disease; neonatal abstinence syndrome; anxiety; opioid dependence; autism spectrum disorder; diabetic neuropathy; atopic eczema; cocaine dependence; pregnancy; drug dependence; heroin dependence; post-operative sign or symptom; hyperemesis gravidarum; scoliosis; orthostatic hypotension; cannabis dependence; delirium; fecal incontinence; orthostatic intolerance; brain ischemia; brain injury; oral mucositis; breast cancer; post-traumatic stress disorder; neuropathic pain; Low back pain; male reproductive organ cancer; musculoskeletal system disease; migraine disorder; hemorrhage; Drooling; radiculopathy; cancer; glaucoma,Not available,Not available,Adrenergic receptor alpha-2,PROTEIN FAMILY,Adrenergic receptor alpha-2 agonist,Not available,Not available
CHEMBL654,MIRTAZAPINE,Not available,unipolar depression; autism spectrum disorder; cocaine dependence; heroin dependence; fibromyalgia; drug dependence; obstructive sleep apnea; anxiety; Dementia; unipolar depression; Chemotherapy-induced nausea and vomiting; Weight loss; Cachexia; Anorexia; major depressive disorder; depressive disorder; substance abuse; methamphetamine dependence; post operative nausea and vomiting; central nervous system cancer; insomnia; schizophrenia; alcohol dependence; anorexia nervosa,psychiatric toxicity (),Not available,Adrenergic receptor alpha-2; Serotonin 2c (5-HT2c) receptor; Serotonin 2a (5-HT2a) receptor,PROTEIN FAMILY; SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor antagonist; Adrenergic receptor alpha-2 antagonist; Serotonin 2c (5-HT2c) receptor antagonist,Not available,Not available
CHEMBL655,MIDAZOLAM,Not available,chronic lymphocytic leukemia; atopic eczema; Crohn's disease; epilepsy; hypertension; infection; injury; mesothelioma; neoplasm; prostate adenocarcinoma; psoriasis; rheumatoid arthritis; skin disease; subarachnoid hemorrhage; HIV infection; endometriosis; post-traumatic stress disorder; multiple myeloma; cirrhosis of liver; cocaine dependence; aggressive behavior; hepatitis C virus infection; non-small cell lung carcinoma; heart failure; pain; postmenopausal osteoporosis; breast neoplasm; drug dependence; atherosclerosis; relapsing-remitting multiple sclerosis; bone fracture; chronic hepatitis C virus infection; chronic hepatitis B virus infection; obsessive-compulsive disorder; anemia (phenotype); post operative nausea and vomiting; anxiety; hypotension; schizoaffective disorder; infectious disease; non-Hodgkins lymphoma; septic shock; Chemotherapy-induced nausea and vomiting; aspergillosis; non-alcoholic steatohepatitis; fluoride poisoning; Dementia; Seizure; Borderline personality disorder; Sepsis; acute myeloid leukemia; metastatic melanoma; nicotine dependence; spinal muscular atrophy; delirium; respiratory failure; pulmonary tuberculosis; Respiratory Syncytial Virus Infection; psoriasis vulgaris; Recurrent tonsillitis; Chronic pain; Cough; Neck pain; infertility; influenza; multiple bone fractures; treatment resistant depression; Renal insufficiency; Pruritus; Breech presentation; Low back pain; major depressive disorder; depressive disorder; breast cancer; prostate cancer; brain injury; hemorrhage; cardiovascular disease; ulcerative colitis; obesity; urogenital neoplasm; status epilepticus; Ischemic stroke; suicidal ideation; amnesia; malaria; neuropathic pain; Inguinal hernia; Alzheimer disease; amyotrophic lateral sclerosis; schizophrenia; cataract; type 2 diabetes mellitus; Parkinson disease; fibrodysplasia ossificans progressiva; sickle cell anemia; gastrointestinal stromal tumor; tuberculosis; mitochondrial disease; COVID-19; melanoma; urinary tract infection; autism; metastasis; dental phobia; kidney failure; bipolar disorder; cancer,Not available,Benzodiazepine site,GABA-A receptor; anion channel,PROTEIN COMPLEX GROUP,GABA-A receptor; anion channel positive allosteric modulator,Not available,Not available
CHEMBL22242,REMOXIPRIDE,Not available,psychosis,hematological toxicity (),Not available,Dopamine D2 receptor,SINGLE PROTEIN,Dopamine D2 receptor antagonist,Not available,Not available
CHEMBL656,OXYCODONE,Not available,"pain; ""osteoarthritis, knee""; Pruritus; opioid dependence; restless legs syndrome; neuropathic pain; sinusitis; joint disease; colorectal carcinoma; preeclampsia; nutritional disorder; nephrolithiasis; Spinal cord injury; Back pain; Chronic pain; Neck pain; respiratory depression; toothache; Low back pain; Intervertebral disc degeneration; diabetic polyneuropathy; substance abuse; drug dependence; hypospadias; opioid use disorder; ""osteoarthritis, hip""; ""Genital neoplasm, female""; head and neck malignant neoplasia; osteoarthritis; Parkinson disease; cancer pain; kidney cancer; cancer",respiratory toxicity (); misuse (),Not available,Mu opioid receptor,SINGLE PROTEIN,Mu opioid receptor agonist,Not available,Not available
CHEMBL135,ESTRADIOL,Not available,breast carcinoma; menopause; HIV infection; prostate carcinoma; sexual dysfunction; infertility; atherosclerosis; endometriosis; postpartum depression; osteoporosis; breast neoplasm; polycystic ovary syndrome; obesity; carcinoid tumor; schizoaffective disorder; Atrophy; Atrophic Vaginitis; aging; Osteopenia; Hereditary breast and ovarian cancer syndrome; HIV-1 infection; uterine fibroid; dry eye syndrome; Dysmenorrhea; post-traumatic stress disorder; pain; bulimia nervosa; amenorrhea; cerebral arterial disease; Myocardial Ischemia; Premature ovarian insufficiency; Dyspareunia; Hot flashes; postmenopausal atrophic vaginitis; hypogonadism; breast cancer; prostate cancer; depressive disorder; COVID-19; non-alcoholic steatohepatitis; urinary tract infection; blood coagulation disease; Alzheimer disease; schizophrenia; type 1 diabetes mellitus; type 2 diabetes mellitus; migraine disorder; multiple sclerosis; Turner syndrome; postmenopausal osteoporosis; primary ovarian insufficiency; triple-negative breast cancer; anorexia nervosa,neurotoxicity (); cardiotoxicity (); vascular toxicity (); carcinogenicity (); respiratory toxicity (),Not available,Estrogen receptor alpha,SINGLE PROTEIN,Estrogen receptor alpha agonist,Not available,Not available
